"","specimen","mean_length","mean_width","raw_aspect_ratio","ln_length","ln_width","ln_length_ln_width","species_name","domain"
"237","Nimbochromis_polystigma_NHMUK_1921_9_6_102_107_8bit_b_v13_v+2",4.00429235601758,2.96615803000603,1.34999292536327,1.38736687477584,1.08726752281089,0.300099351964952,"Nimbochromis_polystigma","precaudal"
"238","Nimbochromis_polystigma_NHMUK_1921_9_6_102_107_8bit_b_v17_v-2",3.91821774592808,3.17403578274774,1.23445922293167,1.3656368937637,1.15500389574821,0.210632998015485,"Nimbochromis_polystigma","caudal"
"239","Nimbochromis_polystigma_NHMUK_1921_9_6_102_107_8bit_b_v18_v-3",3.89746199375958,3.00542292088055,1.29680983221412,1.36032557046147,1.10041829714611,0.259907273315367,"Nimbochromis_polystigma","caudal"
"240","Nimbochromis_polystigma_NHMUK_1921_9_6_102_107_8bit_b_v19_v-4",3.8619703702022,3.06118755468007,1.26159220930382,1.35117751183867,1.11880293044166,0.232374581397009,"Nimbochromis_polystigma","caudal"
"241","Otopharynx_lithobates_NHMUK_1974_7_5_2_3_8bit_b_v11_v+4",1.62610389691166,1.11104473794883,1.46358093546594,0.48618690632392,0.10530077802752,0.3808861282964,"Otopharynx_lithobates","precaudal"
"242","Otopharynx_lithobates_NHMUK_1974_7_5_2_3_8bit_b_v12_v+3",1.64757967553127,1.12687522503993,1.46207817770852,0.499307347700877,0.119448514678082,0.379858833022795,"Otopharynx_lithobates","precaudal"
"243","Otopharynx_lithobates_NHMUK_1974_7_5_2_3_8bit_b_v13_v+2",1.62419899643493,1.14068679110599,1.42387814875996,0.485014768983291,0.131630529345844,0.353384239637447,"Otopharynx_lithobates","precaudal"
"244","Otopharynx_lithobates_NHMUK_1974_7_5_2_3_8bit_b_v17_v-2",1.56042635156674,1.17846280043606,1.32412015974483,0.44495908620755,0.164210877716447,0.280748208491102,"Otopharynx_lithobates","caudal"
"245","Otopharynx_lithobates_NHMUK_1974_7_5_2_3_8bit_b_v18_v-3",1.54284326293388,1.2020129160885,1.28354965432026,0.433626988787835,0.183997581553205,0.249629407234629,"Otopharynx_lithobates","caudal"
"246","Otopharynx_lithobates_NHMUK_1974_7_5_2_3_8bit_b_v19_v-4",1.53729357093659,1.18825290110512,1.29374274576299,0.430023448879006,0.172484078002898,0.257539370876108,"Otopharynx_lithobates","caudal"
"247","Otopharynx_speciosus_NHMUK_1935_6_14_1649_8bit_v11_v+4",4.66084604921854,4.05476877656739,1.14947270881479,1.53919698728462,1.39989366413328,0.139303323151341,"Otopharynx_speciosus","precaudal"
"248","Otopharynx_speciosus_NHMUK_1935_6_14_1649_8bit_v12_v+3",4.70236930095565,4.16144048060667,1.129985956274,1.54806648828328,1.42586128371237,0.122205204570911,"Otopharynx_speciosus","precaudal"
"249","Otopharynx_speciosus_NHMUK_1935_6_14_1649_8bit_v13_v+2",4.89885006649176,4.14959119191151,1.18056209393367,1.58900049726705,1.42300982141725,0.165990675849798,"Otopharynx_speciosus","precaudal"
"250","Otopharynx_speciosus_NHMUK_1935_6_14_1649_8bit_v16_v-2",4.74627968746909,4.28972316810156,1.1064302989905,1.55736108747591,1.45622220127775,0.101138886198162,"Otopharynx_speciosus","caudal"
